Rank	Journal	Journal.ISSN.(print.version)	Journal.EISSN.(online.version)	Pmid	Doi	fulltext	Journal.title	Journal.URL	Alternative.title	Publisher	Society.or.institution	"Platform,.host.or.aggregator"	Country.of.publisher	Journal.article.processing.charges.(APCs)	APC.information.URL	APC.amount	Currency	Journal.article.submission.fee	Submission.fee.URL	Submission.fee.amount	Submission.fee.currency	Journal.waiver.policy.(for.developing.country.authors.etc)	Waiver.policy.information.URL	Digital.archiving.policy.or.program(s)	Archiving:.national.library	Archiving:.other	Archiving.infomation.URL	Journal.full-text.crawl.permission	Permanent.article.identifiers	Journal.provides.download.statistics	Download.statistics.information.URL	First.calendar.year.journal.provided.online.Open.Access.content	Full.text.formats	Keywords	Full.text.language	URL.for.the.Editorial.Board.page	Review.process	Review.process.information.URL	URL.for.journal's.aims.&.scope	URL.for.journal's.instructions.for.authors	Journal.plagiarism.screening.policy	Plagiarism.information.URL	Average.number.of.weeks.between.submission.and.publication	URL.for.journal's.Open.Access.statement	Machine-readable.CC.licensing.information.embedded.or.displayed.in.articles	URL.to.an.example.page.with.embedded.licensing.information	Journal.license	License.attributes	URL.for.license.terms	Does.this.journal.allow.unrestricted.reuse.in.compliance.with.BOAI?	Deposit.policy.directory	Author.holds.copyright.without.restrictions	Copyright.information.URL	Author.holds.publishing.rights.without.restrictions	Publishing.rights.information.URL	DOAJ.Seal	Tick:.Accepted.after.March.2014	Added.on.Date	Subjects	Number.of.Article.Records	Most.Recent.Article.Added	
630	Radiol Bras	0100-3984	1678-7099	32047342	10.1590/0100-3984.2019.52.6e2	done	Radiologia Brasileira	http://www.scielo.br/scielo.php/script_sci_serial/pid_0100-3984/lng_en/nrm_iso	NA	Colégio Brasileiro de Radiologia e Diagnóstico por Imagem	NA	SciELO Brazil	Brazil	No	http://www.scielo.br/revistas/rb/iinstruc.htm#005	NA	NA	NA	http://www.scielo.br/revistas/rb/iinstruc.htm#005	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	Yes	http://www.scielo.br/statjournal.php?lang=en&issn=0100-3984	2001	"PDF, HTML, XML"	health sciences	"English, Portuguese"	http://www.scielo.br/revistas/rb/iedboard.htm	Peer review	http://www.scielo.br/revistas/rb/iinstruc.htm	http://www.scielo.br/revistas/rb/iinstruc.htm	http://www.scielo.br/revistas/rb/iinstruc.htm	NA	NA	28	http://www.scielo.br/revistas/rb/iaboutj.htm	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842015000100012&lng=en&nrm=iso&tlng=en	CC BY	NA	http://www.scielo.br/scielo.php/script_sci_serial/pid_0100-3984/lng_en/nrm_iso	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2004-04-23T21:31:01Z	Medicine: Medicine (General): Medical physics. Medical radiology. Nuclear medicine	2052	2019-10-09T15:30:52Z	
631	Reprod Health	NA	1742-4755	32183890	10.1186/s12978-020-0893-4	done	Reproductive Health	http://www.reproductive-health-journal.com/	NA	BMC	NA	BMC	United Kingdom	Yes	http://reproductive-health-journal.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://reproductive-health-journal.biomedcentral.com/about	NA	NA	Yes	http://reproductive-health-journal.biomedcentral.com/about	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics	2004	"PDF, HTML"	"human reproduction, adolescent health, female fertility, midwifery"	English	http://reproductive-health-journal.biomedcentral.com/about/editorial-board	Open peer review	http://reproductive-health-journal.biomedcentral.com/about	http://reproductive-health-journal.biomedcentral.com/about	http://reproductive-health-journal.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/getpublished/editorial-policies	17	http://reproductive-health-journal.biomedcentral.com/about	Yes	http://reproductive-health-journal.biomedcentral.com/articles/10.1186/s12978-017-0307-4	CC BY	NA	http://www.biomedcentral.com/getpublished/copyright-and-license	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2004-06-11T09:13:57Z	Medicine: Gynecology and obstetrics	772	2020-03-20T18:05:16Z	
632	Reprod. Biol. Endocrinol.	NA	1477-7827	32183843	10.1186/s12958-020-00583-2	done	Reproductive Biology and Endocrinology	http://www.rbej.com/	NA	BMC	NA	BMC	United Kingdom	Yes	http://rbej.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://rbej.biomedcentral.com/about	NA	NA	Yes	http://rbej.biomedcentral.com/about	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics	2003	"PDF, HTML"	"reproduction, human reproduction"	English	http://rbej.biomedcentral.com/about/editorial-board	Blind peer review	http://rbej.biomedcentral.com/about	http://rbej.biomedcentral.com/about	http://rbej.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/getpublished/editorial-policies	12	http://rbej.biomedcentral.com/about	Yes	http://rbej.biomedcentral.com/articles/10.1186/s12958-017-0235-8	CC BY	NA	http://www.biomedcentral.com/getpublished/copyright-and-license	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2003-12-09T00:00:00Z	Medicine: Gynecology and obstetrics | Science: Biology (General): Reproduction	1415	2020-03-20T17:56:39Z	
633	Res Rep Trop Med	NA	1179-7282	32099509	10.2147/RRTM.S233052	done	Research and Reports in Tropical Medicine	http://www.dovepress.com/research-and-reports-in-tropical-medicine-journal	NA	Dove Medical Press	NA	Dove Medical Press	United Kingdom	Yes	http://www.dovepress.com/journal_pricing_bands.php?journal_id=93	1780	USD - US Dollar	NA	http://www.dovepress.com/journal_pricing_bands.php?journal_id=93	NA	NA	Yes	http://www.dovepress.com/journal_pricing_bands.php?journal_id=93	"LOCKSS, CLOCKSS"	NA	NA	http://www.dovepress.com/why_publish_with_dove.php?content_id=3365	Yes	DOI	Yes	https://www.dovepress.com/why_publish_with_dove.php?content_id=3044	2010	"PDF, HTML"	"tropical medicine, tropical diseases, infectious disease, public health"	English	http://www.dovepress.com/journal-editor-research-and-reports-in-tropical-medicine-eic93	Blind peer review	http://www.dovepress.com/peer_review_guidelines.php	http://www.dovepress.com/aims-and-scope-research-and-reports-in-tropical-medicine-d224-j93	http://www.dovepress.com/author_guidelines.php	Yes	http://www.dovepress.com/why_publish_with_dove.php?content_id=3225	16	http://www.dovepress.com/why_publish_with_dove.php?content_id=3045	Yes	http://www.dovepress.com/challenges-for-management-of-post-kala-azar-dermal-leishmaniasis-and-f-peer-reviewed-article-RRTM	CC BY-NC	NA	http://www.dovepress.com/why_publish_with_dove.php?content_id=3045	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2010-10-22T11:45:09Z	Medicine: Internal medicine: Special situations and conditions: Arctic medicine. Tropical medicine	112	2020-03-24T23:42:43Z	
634	Respir. Res.	1465-9921	1465-993X	32197620	10.1186/s12931-020-1329-y	done	Respiratory Research	http://respiratory-research.com/	NA	BMC	NA	BMC	United Kingdom	Yes	https://respiratory-research.biomedcentral.com/about	1615	GBP - Pound Sterling	NA	https://respiratory-research.biomedcentral.com/about	NA	NA	Yes	https://respiratory-research.biomedcentral.com/about	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics	2000	"PDF, HTML"	"respiratory diseases, respiratory medicine, pulmonology, immunology, allergy"	English	https://respiratory-research.biomedcentral.com/about/editorial-board	Blind peer review	https://respiratory-research.biomedcentral.com/about	https://respiratory-research.biomedcentral.com/about	https://respiratory-research.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/getpublished/editorial-policies	17	https://respiratory-research.biomedcentral.com/about	Yes	https://respiratory-research.biomedcentral.com/articles/10.1186/s12931-017-0551-8	CC BY	NA	http://www.biomedcentral.com/getpublished/copyright-and-license	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2003-05-20T00:00:00Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the respiratory system	2170	2020-03-20T18:03:39Z	
635	Respirol Case Rep	NA	2051-3380	32190329	10.1002/rcr2.549	done	Respirology Case Reports	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380	NA	Wiley	Asian Pacific Society of Respirology	Wiley Online Library	United Kingdom	Yes	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/article_publication_charges_and_discounts.htm	800	USD - US Dollar	NA	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/article_publication_charges_and_discounts.htm	NA	NA	Yes	http://www.wileyopenaccess.com/details/content/13707a1ddf6/Waivers-and-Discounts-on-Article-Publication-Charges.html	PMC/Europe PMC/PMC Canada	NA	NA	http://olabout.wiley.com/WileyCDA/Section/id-815640.html	Yes	DOI	NA	NA	2013	"PDF, HTML"	"respirology, airways, asthma, breathing, cancer, circulation"	English	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/EditorialBoard.html	Double blind peer review	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/ForAuthors.html	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/ProductInformation.html	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/ForAuthors.html	Yes	http://exchanges.wiley.com/ethicsguidelines	8	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/open_access_licenses_and_copyright.htm	Yes	http://onlinelibrary.wiley.com/enhanced/doi/10.1002/rcr2.59	CC BY-NC-ND	NA	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/open_access_licenses_and_copyright.htm	Yes	Sherpa/Romeo	TRUE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/open_access_licenses_and_copyright.htm	TRUE	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2051-3380/homepage/open_access_licenses_and_copyright.htm	No	Yes	2015-05-05T16:34:00Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the respiratory system	119	2020-03-09T04:46:28Z	
636	Retrovirology	NA	1742-4690	32199462	10.1186/s12977-020-0513-y	done	Retrovirology	http://retrovirology.biomedcentral.com	NA	BMC	NA	BMC	United Kingdom	Yes	http://retrovirology.biomedcentral.com/about	1565	GBP - Pound Sterling	NA	http://www.biomedcentral.com/submissions/article-processing-charges	NA	NA	Yes	http://www.biomedcentral.com/submissions/article-processing-charges	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/publishing-services/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://retrovirology.biomedcentral.com/articles/10.1186/s12977-016-0244-2	2004	"PDF, HTML"	"retrovirus, human retroviruses, animal retroviruses, hiv, htlv"	English	http://retrovirology.biomedcentral.com/about/editorial-board	Blind peer review	http://retrovirology.biomedcentral.com/about	http://retrovirology.biomedcentral.com/about	http://retrovirology.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/submissions/editorial-policies#duplicate+publication	11	http://retrovirology.biomedcentral.com/about	Yes	http://retrovirology.biomedcentral.com/articles/10.1186/s12977-016-0244-2	CC BY	NA	http://www.biomedcentral.com/about	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2004-03-25T12:55:44Z	Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy	3069	2020-03-22T12:04:06Z	
637	Reumatismo	0048-7449	2240-2683	31995963	10.4081/reumatismo.2019.1249	done	Reumatismo	http://www.reumatismo.org	Reumatismo	PAGEPress Publications	SIR	OJS	Italy	No	http://reumatismo.org/index.php/reuma/pages/view/payments	NA	NA	NA	http://reumatismo.org/index.php/reuma/pages/view/payments	NA	NA	NA	NA	Portico	NA	NA	http://www.pagepress.org/publishing-services/digital-preservation.html	Yes	DOI	Yes	http://reumatismo.org/index.php/reuma/article/view/914	2001	PDF	rheumatic diseases	"English, Italian"	http://www.reumatismo.org/index.php/reuma/pages/view/board	Blind peer review	http://www.reumatismo.org/index.php/reuma/about/editorialPolicies#peerReviewProcess	http://www.reumatismo.org/index.php/reuma/about/editorialPolicies#focusAndScope	http://www.reumatismo.org/index.php/reuma/about/submissions#authorGuidelines	Yes	http://www.reumatismo.org/index.php/reuma/pages/view/plagiarism	10	http://www.reumatismo.org/index.php/reuma/about/editorialPolicies#openAccessPolicy	Yes	http://www.reumatismo.org/index.php/reuma/article/view/914	CC BY-NC	NA	http://www.reumatismo.org/index.php/reuma/about/submissions#copyrightNotice	Yes	Sherpa/Romeo	TRUE	http://www.reumatismo.org/index.php/reuma/about/submissions#copyrightNotice	TRUE	http://www.reumatismo.org/index.php/reuma/about/submissions#copyrightNotice	Yes	Yes	2012-10-03T13:42:12Z	Medicine: Internal medicine	837	2020-01-28T17:31:42Z	
638	Reumatologia	0034-6233	2084-9834	31853152	10.5114/reum.2019.89516	todo	Rheumatology	http://www.termedia.pl/Czasopismo/Reumatologia-18	Reumatologia	Termedia Publishing House	"National Institute of Geriatrics, Rheumatology and Rehabilitation and the Polish Rheumatological Society"	Termedia Publishing House - Bentus	Poland	No	http://www.termedia.pl/Journal/Reumatologia-18/For-authors	NA	NA	NA	http://www.termedia.pl/Journal/Reumatologia-18/For-authors	NA	NA	NA	NA	PMC/Europe PMC/PMC Canada	NA	NA	https://www.ncbi.nlm.nih.gov/nlmcatalog/101693	Yes	DOI	NA	NA	2005	"PDF, HTML"	rheumatology	English	http://www.termedia.pl/Journal/Reumatologia-18/Info	Blind peer review	http://www.termedia.pl/Journal/Reumatologia-18/For-authors	http://www.termedia.pl/Journal/Reumatologia-18/For-authors	http://www.termedia.pl/Journal/Reumatologia-18/For-authors	Yes	http://www.termedia.pl/Journal/Reumatologia-18/For-authors	10	http://www.termedia.pl/Journal/Reumatologia-18/Info	NA	NA	CC BY-NC-SA	NA	http://www.termedia.pl/Journal/Reumatologia-18/Info	Yes	PMC	TRUE	http://www.termedia.pl/Journal/Reumatologia-18/Info	TRUE	http://www.termedia.pl/Journal/Reumatologia-18/Info	No	Yes	2016-11-27T14:52:35Z	Medicine	440	2019-06-13T11:16:49Z	
639	Rev Bras Anestesiol	0034-7094	1806-907X	32204919	10.1016/j.bjan.2019.12.003	done	Revista Brasileira de Anestesiologia	http://www.scielo.br/scielo.php/script_sci_serial/pid_0034-7094/lng_en/nrm_iso	NA	Sociedade Brasileira de Anestesiologia	Sociedade Brasileira de Anestesiologia	SciELO Brazil	Brazil	No	http://www.scielo.br/revistas/rba/iinstruc.htm#03	NA	NA	NA	http://www.scielo.br/revistas/rba/iinstruc.htm#03	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	Yes	http://www.scielo.br/statjournal.php?lang=en&issn=0034-7094	2001	"PDF, HTML, XML"	"biological sciences, health sciences"	"English, Portuguese, Spanish"	http://www.scielo.br/revistas/rba/iedboard.htm	Double blind peer review	http://www.scielo.br/revistas/rba/iinstruc.htm	http://www.scielo.br/revistas/rba/iaboutj.htm	http://www.scielo.br/revistas/rba/iinstruc.htm	NA	NA	21	http://www.scielo.br/revistas/rba/isubscrp.htm	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942014000600391&lng=en&nrm=iso&tlng=en	CC BY-NC-ND	NA	http://www.scielo.br/scielo.php/script_sci_serial/pid_0034-7094/lng_en/nrm_iso	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2004-04-23T21:31:01Z	Medicine: Surgery: Anesthesiology	1513	2019-08-09T15:29:16Z	
640	Rev Bras Epidemiol	1415-790X	1980-5497	32187257	10.1590/1980-549720200021	done	Revista Brasileira de Epidemiologia	http://www.scielo.br/scielo.php/script_sci_serial/pid_1415-790X/lng_en/nrm_iso/lng_en	Brazilian Journal of Epidemiology	Associação Brasileira de Pós-Graduação em Saúde Coletiva	NA	SciELO Brazil	Brazil	No	http://www.scielo.br/revistas/rbepid/iinstruc.htm	NA	NA	NA	http://www.scielo.br/revistas/rbepid/iinstruc.htm	NA	NA	NA	NA	NA	NA	NA	http://www.scielo.br/revistas/rbent/iinstruc.htm	Yes	DOI	NA	NA	1998	"PDF, HTML, XML"	"epidemiology, public health, medicine"	"English, Portuguese"	http://www.scielo.br/revistas/rbepid/iedboard.htm	Peer review	http://www.scielo.br/revistas/rbepid/iinstruc.htm	http://www.scielo.br/revistas/rbepid/iinstruc.htm	http://www.scielo.br/revistas/rbepid/iinstruc.htm	NA	NA	21	http://www.scielo.br/revistas/rbepid/isubscrp.htm	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2015000300552&lng=en&nrm=iso&tlng=pt	CC BY-NC	NA	http://www.scielo.br/scielo.php/script_sci_serial/pid_1415-790X/lng_en/nrm_iso/lng_en	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2005-03-23T14:48:52Z	Medicine: Public aspects of medicine	1482	2019-10-09T15:59:25Z	
641	Rev Bras Hematol Hemoter	1516-8484	1806-0870	29519376	10.1016/j.bjhh.2017.10.001	done	Revista Brasileira de Hematologia e Hemoterapia	https://www.journals.elsevier.com/revista-brasileira-de-hematologia-e-hemoterapia/	NA	Elsevier	Sociedade Brasileira de Hematologia e Hemoterapia	www.sciencedirect.com	Netherlands	No	https://www.elsevier.com/journals/revista-brasileira-de-hematologia-e-hemoterapia/1516-8484/open-access-journal	NA	NA	NA	https://www.elsevier.com/journals/revista-brasileira-de-hematologia-e-hemoterapia/1516-8484/open-access-journal	NA	NA	Yes	http://www.elsevier.com/about/corporate-responsibility/research-4-life/research-4-life-programs	"CLOCKSS, Portico"	Koninklijke Bibliotheek	NA	http://www.scielo.br/revistas/rbhh/iinstruc.htm	Yes	DOI	NA	NA	2014	"PDF, HTML, XML"	"health sciences, hematology, case reports, hemotherapy"	English	http://www.scielo.br/revistas/rbhh/iedboard.htm	Double blind peer review	https://www.elsevier.com/journals/revista-brasileira-de-hematologia-e-hemoterapia/1516-8484/guide-for-authors	https://www.journals.elsevier.com/revista-brasileira-de-hematologia-e-hemoterapia/	https://www.elsevier.com/journals/revista-brasileira-de-hematologia-e-hemoterapia/1516-8484/guide-for-authors	Yes	http://www.elsevier.com/editors/perk/plagiarism-detection 	21	https://www.elsevier.com/journals/revista-brasileira-de-hematologia-e-hemoterapia/1516-8484/open-access-journal	Yes	http://www.sciencedirect.com/science/article/pii/S1516848417300014	CC BY-NC-ND	NA	https://www.elsevier.com/journals/revista-brasileira-de-hematologia-e-hemoterapia/1516-8484/open-access-journal	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2004-04-23T21:31:01Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the blood and blood-forming organs	1634	2018-06-12T03:07:53Z	
642	Rev Bras Ortop (Sao Paulo)	0102-3616	1982-4378	32153308	10.1055/s-0039-1700815	done	Revista Brasileira de Ortopedia	http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-3616&lng=en&nrm=iso	NA	Sociedade Brasileira de Ortopedia e Traumatologia	Elsevier Editora Ltda	SciELO Brazil	Brazil	No	http://www.scielo.br/revistas/rbort/iaboutj.htm	NA	NA	NA	http://www.scielo.br/revistas/rbort/iaboutj.htm	NA	NA	NA	NA	NA	NA	NA	NA	Yes	DOI	Yes	http://www.scielo.br/applications/scielo-org/pages/services/articleRequestGraphicPage.php?pid=S0102-36162015000200232&caller=www.scielo.br&lang=pt	2007	"PDF, HTML, XML"	orthopedics	"English, Portuguese, Spanish"	http://www.scielo.br/revistas/rbort/iedboard.htm	Blind peer review	http://www.scielo.br/revistas/rbort/iinstruc.htm	http://www.scielo.br/revistas/rbort/iinstruc.htm	http://www.scielo.br/revistas/rbort/iinstruc.htm	NA	http://www.scielo.br/revistas/rbort/iinstruc.htm	21	http://www.scielo.br/revistas/rbort/isubscrp.htm	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500509&lng=en&nrm=iso&tlng=pt	CC BY-NC-ND	NA	http://www.scielo.br/revistas/rbort/iaboutj.htm	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2007-11-15T10:55:28Z	Medicine: Surgery: Orthopedic surgery	1411	2019-10-09T16:28:33Z	
643	Rev Bras Parasitol Vet	0103-846X	1984-2961	32049149	10.1590/S1984-29612019104	done	Revista Brasileira de Parasitologia Veterinária	http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-2961&lng=en&nrm=iso	Brazilian Journal of Veterinary Parasitology	Colégio Brasileiro de Parasitologia Veterinaria 	NA	SciELO Brazil	Brazil	Yes	http://www.scielo.br/revistas/rbpv/iinstruc.htm#01	500	BRL - Brazilian Real	NA	http://www.scielo.br/revistas/rbpv/iinstruc.htm#01	NA	NA	NA	NA	NA	NA	NA	http://www.scielo.br/revistas/rbpv/iinstruc.htm	Yes	DOI	NA	NA	2007	"PDF, XML"	"veterinary medicine, veterinary parasitology, animal health, helminthology, parasitic control, protozoology"	"English, Portuguese, Spanish"	http://www.scielo.br/revistas/rbpv/iedboard.htm	Blind peer review	http://www.scielo.br/revistas/rbpv/iinstruc.htm	http://www.scielo.br/revistas/rbpv/iinstruc.htm	http://www.scielo.br/revistas/rbpv/iinstruc.htm	NA	NA	11	http://www.scielo.br/revistas/rbpv/isubscrp.htm	Yes	http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000200136&lng=en&nrm=iso&tlng=en	CC BY	NA	http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-2961&lng=en&nrm=iso	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2010-11-11T15:40:13Z	Agriculture: Animal culture	1019	2019-10-09T20:42:03Z	
